,0,1,2,3,4,5,6
595,3.0,0.0,0.0,1.0,3.0,1.0,1.0
596,2.0,1.0,0.0,1.0,2.0,2.0,1.0
597,3.0,0.0,0.0,1.0,2.0,1.0,2.0
598,3.0,0.0,0.0,3.0,2.0,1.0,1.0
599,1.0,0.0,1.0,3.0,3.0,3.0,2.0
600,2.0,1.0,0.0,1.0,3.0,2.0,1.0
601,3.0,0.0,0.0,1.0,2.0,1.0,1.0
602,1.0,0.0,0.0,1.0,2.0,1.0,1.0
603,3.0,0.0,0.0,1.0,2.0,1.0,2.0
604,1.0,0.0,0.0,3.0,2.0,1.0,1.0
605,3.0,0.0,0.0,1.0,3.0,1.0,1.0
606,3.0,0.0,0.0,1.0,2.0,1.0,1.0
607,1.0,0.0,0.0,1.0,2.0,1.0,1.0
608,2.0,1.0,0.0,3.0,3.0,2.0,1.0
609,1.0,1.0,2.0,1.0,2.0,2.0,1.0
610,3.0,1.0,0.0,1.0,1.0,2.0,1.0
611,3.0,0.0,0.0,1.0,2.0,1.0,1.0
612,3.0,1.0,0.0,2.0,3.0,2.0,1.0
613,3.0,0.0,0.0,2.0,2.0,1.0,1.0
614,3.0,0.0,0.0,1.0,2.0,1.0,1.0
615,2.0,1.0,0.0,1.0,3.0,2.0,1.0
616,3.0,0.0,0.0,1.0,3.0,1.0,1.0
617,3.0,1.0,0.0,1.0,3.0,2.0,1.0
618,2.0,1.0,2.0,1.0,3.0,2.0,3.0
619,2.0,0.0,0.0,1.0,2.0,1.0,1.0
620,3.0,0.0,0.0,3.0,3.0,1.0,1.0
621,1.0,0.0,3.0,1.0,3.0,1.0,2.0
622,3.0,0.0,0.0,3.0,3.0,1.0,1.0
623,3.0,0.0,0.0,1.0,2.0,1.0,1.0
624,3.0,0.0,0.0,1.0,2.0,1.0,1.0
625,1.0,0.0,3.0,1.0,2.0,1.0,0.0
626,2.0,0.0,0.0,2.0,2.0,0.0,2.0
627,1.0,1.0,3.0,1.0,2.0,2.0,1.0
628,3.0,0.0,0.0,1.0,2.0,1.0,1.0
629,3.0,0.0,0.0,2.0,2.0,1.0,1.0
630,1.0,0.0,1.0,1.0,2.0,1.0,0.0
631,3.0,0.0,0.0,1.0,2.0,1.0,2.0
632,1.0,0.0,3.0,3.0,2.0,1.0,1.0
633,1.0,0.0,0.0,1.0,2.0,1.0,1.0
634,3.0,1.0,0.0,1.0,1.0,2.0,3.0
635,2.0,1.0,0.0,1.0,2.0,2.0,1.0
636,3.0,0.0,0.0,1.0,2.0,1.0,1.0
637,2.0,0.0,0.0,1.0,3.0,1.0,1.0
638,3.0,1.0,0.0,1.0,1.0,2.0,2.0
639,3.0,0.0,0.0,1.0,3.0,1.0,1.0
640,3.0,0.0,0.0,1.0,2.0,1.0,1.0
641,1.0,1.0,3.0,3.0,2.0,3.0,1.0
642,3.0,1.0,0.0,1.0,1.0,2.0,3.0
643,3.0,0.0,0.0,1.0,2.0,1.0,1.0
644,3.0,1.0,0.0,3.0,3.0,2.0,3.0
645,1.0,0.0,3.0,3.0,3.0,1.0,2.0
646,3.0,0.0,0.0,1.0,2.0,1.0,1.0
647,1.0,0.0,1.0,3.0,2.0,1.0,2.0
648,3.0,0.0,0.0,1.0,2.0,1.0,1.0
649,3.0,1.0,0.0,1.0,2.0,2.0,1.0
650,3.0,0.0,0.0,1.0,2.0,1.0,1.0
651,2.0,1.0,0.0,1.0,3.0,2.0,1.0
652,3.0,0.0,0.0,1.0,2.0,1.0,1.0
653,3.0,1.0,0.0,2.0,2.0,2.0,1.0
654,3.0,1.0,0.0,2.0,2.0,2.0,1.0
655,2.0,0.0,0.0,1.0,3.0,1.0,1.0
656,3.0,0.0,0.0,1.0,2.0,1.0,1.0
657,3.0,1.0,0.0,2.0,3.0,2.0,1.0
658,2.0,0.0,0.0,1.0,2.0,1.0,1.0
659,1.0,0.0,3.0,3.0,3.0,1.0,2.0
660,1.0,0.0,0.0,1.0,3.0,1.0,2.0
661,3.0,0.0,0.0,3.0,2.0,1.0,1.0
662,1.0,0.0,3.0,1.0,2.0,1.0,2.0
663,3.0,0.0,0.0,1.0,2.0,1.0,1.0
664,3.0,0.0,0.0,1.0,3.0,1.0,1.0
665,2.0,0.0,0.0,1.0,3.0,1.0,1.0
666,2.0,0.0,0.0,1.0,2.0,1.0,1.0
667,3.0,0.0,0.0,1.0,2.0,1.0,1.0
668,3.0,0.0,0.0,1.0,2.0,1.0,2.0
669,1.0,1.0,2.0,1.0,3.0,2.0,1.0
670,2.0,1.0,0.0,1.0,3.0,2.0,1.0
671,1.0,0.0,3.0,1.0,3.0,1.0,1.0
672,2.0,0.0,0.0,1.0,2.0,1.0,0.0
673,2.0,0.0,0.0,1.0,2.0,1.0,1.0
674,2.0,0.0,0.0,1.0,2.0,1.0,1.0
675,3.0,0.0,0.0,1.0,2.0,1.0,1.0
676,3.0,0.0,0.0,1.0,2.0,1.0,1.0
677,3.0,1.0,0.0,1.0,2.0,2.0,1.0
678,3.0,1.0,0.0,1.0,1.0,2.0,2.0
679,1.0,0.0,3.0,3.0,3.0,1.0,1.0
680,3.0,1.0,0.0,2.0,2.0,2.0,1.0
681,1.0,0.0,3.0,3.0,2.0,1.0,1.0
682,3.0,0.0,0.0,1.0,2.0,1.0,1.0
683,3.0,0.0,0.0,1.0,1.0,1.0,3.0
684,2.0,0.0,0.0,1.0,3.0,1.0,2.0
685,2.0,0.0,0.0,3.0,3.0,1.0,1.0
686,3.0,0.0,0.0,1.0,1.0,1.0,3.0
687,3.0,0.0,0.0,1.0,2.0,1.0,1.0
688,3.0,0.0,0.0,1.0,2.0,1.0,1.0
689,1.0,1.0,3.0,1.0,3.0,2.0,3.0
690,1.0,0.0,3.0,1.0,3.0,1.0,1.0
691,3.0,1.0,0.0,3.0,3.0,2.0,3.0
692,3.0,0.0,0.0,1.0,2.0,1.0,1.0
693,3.0,0.0,0.0,3.0,2.0,1.0,1.0
694,1.0,0.0,0.0,1.0,2.0,1.0,2.0
695,2.0,0.0,0.0,1.0,2.0,1.0,2.0
696,3.0,0.0,0.0,1.0,2.0,1.0,2.0
697,3.0,1.0,0.0,2.0,2.0,2.0,1.0
698,1.0,0.0,2.0,3.0,3.0,1.0,2.0
699,3.0,0.0,2.0,1.0,2.0,1.0,2.0
700,1.0,1.0,2.0,3.0,3.0,2.0,1.0
701,1.0,0.0,3.0,1.0,2.0,1.0,1.0
702,3.0,1.0,0.0,3.0,3.0,2.0,1.0
703,3.0,0.0,0.0,2.0,2.0,1.0,1.0
704,3.0,0.0,0.0,1.0,3.0,1.0,1.0
705,2.0,0.0,0.0,1.0,2.0,1.0,1.0
706,2.0,1.0,0.0,1.0,2.0,2.0,2.0
707,1.0,0.0,3.0,1.0,2.0,1.0,2.0
708,1.0,1.0,0.0,1.0,2.0,2.0,1.0
709,3.0,0.0,0.0,3.0,3.0,1.0,1.0
710,1.0,1.0,2.0,3.0,2.0,3.0,1.0
711,1.0,0.0,2.0,1.0,2.0,1.0,1.0
712,1.0,0.0,2.0,1.0,3.0,1.0,2.0
713,3.0,0.0,0.0,1.0,2.0,1.0,1.0
714,2.0,0.0,0.0,1.0,2.0,1.0,2.0
715,3.0,0.0,2.0,1.0,2.0,1.0,1.0
716,1.0,1.0,2.0,3.0,2.0,2.0,1.0
717,2.0,1.0,3.0,1.0,2.0,2.0,1.0
718,3.0,0.0,0.0,2.0,2.0,1.0,1.0
719,3.0,0.0,0.0,1.0,2.0,1.0,1.0
720,2.0,1.0,0.0,1.0,3.0,2.0,3.0
721,3.0,0.0,0.0,1.0,3.0,1.0,1.0
722,2.0,0.0,0.0,1.0,2.0,1.0,1.0
723,2.0,0.0,0.0,1.0,2.0,1.0,2.0
724,1.0,0.0,3.0,1.0,3.0,1.0,1.0
725,3.0,0.0,0.0,1.0,2.0,1.0,1.0
726,2.0,1.0,0.0,1.0,3.0,2.0,1.0
727,3.0,1.0,0.0,2.0,2.0,2.0,1.0
728,2.0,0.0,0.0,1.0,3.0,1.0,1.0
729,3.0,1.0,0.0,1.0,3.0,2.0,1.0
730,1.0,1.0,3.0,1.0,2.0,2.0,1.0
731,3.0,0.0,0.0,3.0,2.0,1.0,3.0
732,2.0,0.0,0.0,1.0,2.0,1.0,1.0
733,2.0,0.0,0.0,1.0,2.0,1.0,1.0
734,2.0,0.0,0.0,1.0,2.0,1.0,1.0
735,3.0,0.0,0.0,1.0,2.0,1.0,1.0
736,3.0,1.0,0.0,1.0,1.0,2.0,2.0
737,1.0,0.0,3.0,3.0,2.0,1.0,1.0
738,3.0,0.0,0.0,1.0,2.0,1.0,1.0
739,3.0,0.0,0.0,1.0,2.0,1.0,1.0
740,1.0,0.0,3.0,1.0,2.0,1.0,1.0
741,1.0,0.0,2.0,1.0,3.0,1.0,1.0
742,1.0,1.0,3.0,3.0,1.0,2.0,1.0
743,3.0,0.0,0.0,1.0,3.0,1.0,1.0
744,3.0,0.0,0.0,1.0,2.0,1.0,1.0
745,1.0,0.0,3.0,1.0,3.0,0.0,0.0
746,3.0,0.0,0.0,1.0,3.0,1.0,3.0
747,2.0,1.0,0.0,1.0,2.0,2.0,1.0
748,1.0,0.0,3.0,1.0,3.0,1.0,1.0
749,3.0,0.0,0.0,2.0,2.0,1.0,1.0
750,2.0,1.0,0.0,1.0,3.0,2.0,3.0
751,3.0,0.0,3.0,1.0,3.0,1.0,3.0
752,3.0,0.0,0.0,1.0,2.0,1.0,1.0
753,3.0,0.0,0.0,1.0,2.0,1.0,1.0
754,2.0,1.0,0.0,1.0,3.0,2.0,2.0
755,2.0,0.0,0.0,1.0,3.0,1.0,3.0
756,3.0,0.0,0.0,1.0,2.0,1.0,1.0
757,2.0,0.0,0.0,1.0,2.0,1.0,1.0
758,3.0,0.0,0.0,1.0,2.0,1.0,1.0
759,1.0,1.0,3.0,1.0,2.0,3.0,1.0
760,3.0,0.0,0.0,1.0,2.0,1.0,1.0
761,3.0,0.0,0.0,1.0,2.0,1.0,2.0
762,3.0,0.0,0.0,3.0,2.0,1.0,1.0
763,1.0,1.0,3.0,1.0,3.0,2.0,1.0
764,3.0,0.0,0.0,1.0,2.0,1.0,3.0
765,1.0,1.0,3.0,1.0,3.0,2.0,2.0
766,1.0,0.0,0.0,3.0,2.0,1.0,1.0
767,3.0,1.0,0.0,2.0,2.0,2.0,1.0
768,3.0,0.0,0.0,2.0,3.0,1.0,1.0
769,3.0,0.0,0.0,1.0,2.0,1.0,1.0
770,3.0,0.0,0.0,1.0,2.0,1.0,1.0
771,3.0,0.0,0.0,1.0,2.0,1.0,2.0
772,2.0,1.0,3.0,1.0,2.0,2.0,2.0
773,3.0,0.0,0.0,3.0,2.0,1.0,1.0
774,2.0,1.0,0.0,1.0,1.0,2.0,2.0
775,3.0,0.0,0.0,1.0,2.0,1.0,1.0
776,3.0,0.0,2.0,2.0,2.0,1.0,1.0
777,3.0,1.0,0.0,1.0,2.0,2.0,3.0
778,3.0,0.0,0.0,2.0,2.0,1.0,1.0
779,1.0,1.0,3.0,1.0,3.0,2.0,2.0
780,3.0,1.0,0.0,3.0,2.0,2.0,3.0
781,1.0,1.0,3.0,1.0,3.0,2.0,1.0
782,1.0,0.0,3.0,1.0,2.0,1.0,1.0
783,3.0,0.0,0.0,1.0,3.0,1.0,1.0
784,3.0,0.0,0.0,1.0,2.0,1.0,1.0
785,3.0,0.0,0.0,1.0,2.0,1.0,1.0
786,3.0,1.0,0.0,1.0,2.0,2.0,1.0
787,3.0,0.0,0.0,2.0,1.0,1.0,3.0
788,3.0,0.0,0.0,1.0,3.0,1.0,3.0
789,1.0,0.0,3.0,3.0,2.0,1.0,2.0
790,3.0,0.0,0.0,2.0,2.0,1.0,1.0
791,2.0,0.0,0.0,1.0,2.0,1.0,3.0
792,3.0,1.0,0.0,1.0,1.0,2.0,1.0
793,1.0,0.0,0.0,3.0,2.0,1.0,1.0
794,3.0,0.0,0.0,1.0,2.0,1.0,1.0
795,2.0,0.0,0.0,1.0,2.0,1.0,1.0
796,1.0,1.0,3.0,1.0,2.0,1.0,2.0
797,3.0,1.0,0.0,1.0,2.0,2.0,1.0
798,3.0,0.0,0.0,3.0,2.0,1.0,1.0
799,3.0,1.0,0.0,1.0,3.0,2.0,1.0
800,2.0,0.0,0.0,1.0,2.0,1.0,1.0
801,2.0,1.0,0.0,1.0,3.0,2.0,1.0
802,1.0,0.0,3.0,1.0,3.0,1.0,3.0
803,3.0,0.0,0.0,3.0,3.0,1.0,3.0
804,3.0,0.0,0.0,1.0,2.0,1.0,1.0
805,3.0,0.0,0.0,1.0,2.0,1.0,1.0
806,1.0,0.0,1.0,1.0,2.0,1.0,1.0
807,3.0,1.0,0.0,1.0,2.0,2.0,1.0
808,2.0,0.0,0.0,1.0,2.0,1.0,1.0
809,1.0,1.0,3.0,1.0,3.0,2.0,1.0
810,3.0,0.0,0.0,1.0,2.0,1.0,1.0
811,3.0,0.0,0.0,1.0,2.0,1.0,1.0
812,2.0,0.0,0.0,1.0,2.0,1.0,1.0
813,3.0,1.0,0.0,1.0,1.0,2.0,3.0
814,3.0,0.0,0.0,1.0,2.0,1.0,1.0
815,1.0,0.0,3.0,1.0,2.0,1.0,1.0
816,3.0,1.0,0.0,1.0,2.0,2.0,1.0
817,2.0,0.0,0.0,3.0,3.0,1.0,1.0
818,3.0,0.0,0.0,1.0,2.0,1.0,2.0
819,3.0,0.0,0.0,1.0,1.0,1.0,3.0
820,1.0,1.0,3.0,1.0,3.0,2.0,2.0
821,3.0,0.0,0.0,1.0,2.0,1.0,1.0
822,1.0,0.0,0.0,1.0,2.0,0.0,1.0
823,3.0,1.0,3.0,1.0,3.0,2.0,1.0
824,3.0,0.0,0.0,1.0,1.0,1.0,3.0
825,3.0,0.0,0.0,2.0,2.0,1.0,1.0
826,3.0,0.0,0.0,1.0,2.0,1.0,1.0
827,2.0,0.0,0.0,3.0,3.0,1.0,3.0
828,3.0,0.0,0.0,2.0,2.0,1.0,1.0
829,1.0,1.0,3.0,3.0,2.0,2.0,0.0
830,3.0,1.0,0.0,3.0,3.0,2.0,3.0
831,2.0,0.0,0.0,1.0,3.0,1.0,3.0
832,3.0,0.0,0.0,3.0,2.0,1.0,1.0
833,3.0,0.0,0.0,1.0,2.0,1.0,1.0
834,3.0,0.0,0.0,1.0,2.0,1.0,1.0
835,1.0,1.0,3.0,3.0,3.0,2.0,1.0
836,3.0,0.0,0.0,1.0,2.0,1.0,1.0
837,3.0,0.0,0.0,1.0,2.0,1.0,1.0
838,3.0,0.0,0.0,1.0,2.0,1.0,1.0
839,1.0,0.0,2.0,3.0,2.0,1.0,1.0
840,3.0,0.0,0.0,1.0,2.0,1.0,1.0
841,2.0,0.0,0.0,1.0,2.0,1.0,3.0
842,1.0,1.0,0.0,3.0,2.0,2.0,1.0
843,3.0,0.0,0.0,3.0,2.0,1.0,1.0
844,3.0,0.0,0.0,1.0,2.0,1.0,1.0
845,3.0,0.0,0.0,1.0,2.0,1.0,2.0
846,3.0,0.0,0.0,1.0,1.0,1.0,1.0
847,3.0,0.0,0.0,3.0,2.0,1.0,1.0
848,2.0,0.0,0.0,1.0,3.0,0.0,1.0
849,1.0,1.0,2.0,3.0,3.0,2.0,1.0
850,3.0,0.0,0.0,1.0,1.0,1.0,3.0
851,3.0,0.0,0.0,1.0,2.0,1.0,0.0
852,3.0,1.0,0.0,3.0,3.0,2.0,3.0
853,1.0,1.0,3.0,1.0,3.0,2.0,3.0
854,2.0,1.0,0.0,1.0,3.0,2.0,2.0
855,3.0,1.0,0.0,1.0,3.0,2.0,1.0
856,1.0,1.0,0.0,1.0,3.0,2.0,2.0
857,1.0,0.0,3.0,1.0,2.0,1.0,2.0
858,3.0,1.0,0.0,3.0,3.0,2.0,1.0
859,3.0,0.0,0.0,3.0,2.0,1.0,1.0
860,3.0,0.0,0.0,1.0,3.0,1.0,2.0
861,2.0,0.0,0.0,1.0,3.0,1.0,1.0
862,1.0,1.0,3.0,1.0,2.0,2.0,2.0
863,3.0,1.0,0.0,1.0,1.0,2.0,1.0
864,2.0,0.0,0.0,1.0,2.0,1.0,1.0
865,2.0,1.0,0.0,1.0,2.0,2.0,2.0
866,2.0,1.0,0.0,3.0,3.0,2.0,1.0
867,1.0,0.0,1.0,1.0,2.0,1.0,1.0
868,3.0,0.0,0.0,1.0,2.0,1.0,1.0
869,3.0,0.0,0.0,1.0,3.0,1.0,3.0
870,3.0,0.0,0.0,1.0,2.0,1.0,1.0
871,1.0,1.0,3.0,1.0,3.0,2.0,2.0
872,1.0,0.0,3.0,1.0,2.0,1.0,1.0
873,3.0,0.0,0.0,1.0,2.0,1.0,2.0
874,2.0,1.0,0.0,3.0,3.0,2.0,1.0
875,3.0,1.0,0.0,3.0,2.0,2.0,3.0
876,3.0,0.0,0.0,1.0,2.0,1.0,1.0
877,3.0,0.0,0.0,1.0,2.0,1.0,1.0
878,3.0,0.0,0.0,1.0,2.0,1.0,1.0
879,1.0,1.0,2.0,3.0,3.0,2.0,2.0
880,2.0,1.0,0.0,1.0,3.0,2.0,1.0
881,3.0,0.0,0.0,1.0,2.0,1.0,1.0
882,3.0,1.0,0.0,1.0,2.0,2.0,1.0
883,2.0,0.0,0.0,1.0,2.0,1.0,1.0
884,3.0,0.0,0.0,1.0,2.0,1.0,1.0
885,3.0,1.0,0.0,2.0,1.0,2.0,1.0
886,2.0,0.0,0.0,1.0,2.0,0.0,1.0
887,1.0,1.0,3.0,1.0,2.0,2.0,1.0
888,3.0,1.0,0.0,1.0,3.0,2.0,1.0
889,1.0,0.0,2.0,3.0,2.0,1.0,1.0
890,3.0,0.0,0.0,2.0,2.0,1.0,1.0
